supplier_id,company_name,sector,city,company_size,founded_year,employee_count,vkn,supplier_annual_revenue_tl,annual_purchase_volume_tl,total_orders_last_year,late_orders_last_year,price_q1,price_q2,price_q3,price_q4,units_shipped_last_year,units_returned_last_year,contract_start_date,last_audit_date,payment_terms_days,iso_certified,overdue_debt_ratio,debt_to_revenue_ratio,payment_default_last_3y,has_export_documentation,requires_full_upfront_payment,site_visit_verified,exports_to_eu,has_emissions_reporting_capability,period,vkn_valid
SUP058,Yorulmaz Çelik San. ve Tic. A.Ş.,Metal ve Çelik,Denizli,Medium,1976,238,3786814479,129146791.58,3854651.49,79,20,,1220.91,1128.28,1087.3,62124,4320,2021-12-03,,45,False,0.13,,False,True,False,False,True,False,2025-Q4,True
SUP066,Hançer Gülen Demir Çelik Ltd. Şti.,Metal ve Çelik,Adana,Micro,,3,9962309131,6045170.35,1747214.09,26,11,182.99,,192.08,208.34,997,25,2020-02-11,,30,False,0.23,,False,True,True,True,False,False,2025-Q1,True
SUP084,Akar Oto Yedek Parça Tic.,Otomotiv Yan Sanayi,Adana,Small,2009,15,5311426261,95937255.72,11911654.55,34,3,317.9,353.49,321.55,306.89,9987,740,2020-12-03,2025-02-05,,False,0.15,0.31,,False,False,True,,False,2025-Q3,True
SUP001,Korutürk Aslan İplik San. Tic. Ltd. Şti.,Tekstil,Trabzon,Medium,2009,157,4794026545,225584135.67,,138,29,310.8,,329.98,289.41,49660,5234,,2024-09-29,45,True,0.04,0.34,False,False,False,False,True,True,2025-Q2,True
SUP017,Kısakürek Mobilya San. ve Tic. A.Ş.,Mobilya,Bursa,Medium,1982,166,3788957982,544939452.11,25491815.86,59,27,865.85,765.26,788.91,755.23,111512,7359,2018-10-25,2026-08-27,90,False,0.18,0.21,False,False,False,True,True,,2025-Q3,True
SUP071,Demirel Makine İmalat Tic.,Makine İmalat,Eskişehir,Small,,21,3753046371,26757916.22,5139016.67,39,19,102.96,94.2,,76.54,11121,1464,2016-10-24,2024-11-04,60,False,0.23,0.26,False,True,False,,False,False,2025-Q1,True
SUP075,Soylu San. ve Tic. A.Ş.,İnşaat Malzemeleri,İzmir,Large,1962,712,1690331198,2558831511.76,12393295.3,399,152,3967.38,4077.34,3653.7,3496.83,198622,21244,2021-06-06,2026-02-11,30,,0.13,,False,True,False,True,False,False,2025-Q2,True
SUP013,Çorlu İnşaat Malzemeleri San. Tic. Ltd. Şti.,İnşaat Malzemeleri,Şanlıurfa,Medium,1981,147,1733754537,936892914.12,122774942.18,119,18,253.32,249.48,230.8,253.41,108235,7620,2022-06-02,2024-11-28,30,False,,,,True,False,,False,False,2025-Q1,False
SUP036,Eraslan Yaman Oto Yedek Parça San. ve Tic. A.Ş.,Otomotiv Yan Sanayi,Denizli,Medium,1982,169,2236851603,258076063.4,7355779.88,77,4,,816.69,945.68,973.67,52823,7343,2024-07-01,2024-12-29,60,False,0.12,0.29,False,True,,True,False,True,2025-Q1,True
SUP029,Şener Sezer Çelik Ltd. Şti.,Metal ve Çelik,Tekirdağ,Small,2017,10,9760785974,39682329.72,7246319.13,52,8,325.62,344.46,364.58,394.89,2213,331,2021-04-14,2026-08-29,90,False,0.26,,False,True,False,True,False,False,2025-Q1,False
SUP001,Korutürk Aslan İplik San. Tic. Ltd. Şti.,Tekstil,Trabzon,Medium,2009,157,4794026545,225584135.67,5183674.3,146,28,320.52,305.83,346.43,269.18,52403,5123,2018-08-02,2024-09-29,45,True,0.03,0.28,False,,,False,True,True,2025-Q3,True
SUP058,Yorulmaz Çelik San. ve Tic. A.Ş.,Metal ve Çelik,Denizli,Medium,1976,238,3786814479,129146791.58,3904866.78,78,25,1105.17,1294.55,1102.15,1088.37,64079,5514,2021-12-03,2025-03-14,45,False,0.11,0.38,False,True,False,,True,False,2025-Q2,True
SUP076,Yaman Gül İplik San. ve Tic. A.Ş.,Tekstil,Diyarbakır,Medium,1995,110,5283664089,495066530.34,41614004.77,76,16,116.81,115.04,117.68,98.26,107332,12022,2020-05-03,2025-11-02,45,False,0.05,0.36,False,True,False,True,False,False,2025-Q3,False
SUP047,Akgunduz İcecek Tic.,Gıda ve İçecek,Ankara,Micro,2015,8,5490581475,7842056.85,1570510.02,31,5,38.6,38.19,37.82,41.28,786,119,2018-08-22,2026-02-21,90,True,0.16,0.35,False,True,False,True,False,False,2025-Q2,True
SUP023,Karadeniz Demir Çelik Tic.,Metal ve Çelik,,Small,2000,40,8701436349,81804912.11,8518468.34,21,8,109.14,85.25,105.6,105.55,7036,1182,2024-05-28,2026-01-16,60,False,0.18,0.91,False,True,False,False,False,,2025-Q4,True
SUP052,Sakarya Gıda San. ve Tic. A.Ş.,Gıda ve İçecek,İstanbul,Medium,2003,139,1606853619,886705250.55,77707039.19,72,17,783.13,770.96,761.88,758.6,16839,729,2025-04-30,2026-08-19,60,True,,0.26,False,True,False,True,False,True,2025-Q1,True
SUP011,Safak Otomotiv Ltd. Şti.,Otomotiv Yan Sanayi,Konya,Small,1994,27,5935348749,49436611.57,7289244.09,23,6,123.09,126.17,119.67,116.69,6148,749,2019-05-30,2026-03-06,30,,0.17,0.24,False,True,False,,False,False,2025-Q2,True
SUP006,Tevetoğlu Otomotiv Tic.,Otomotiv Yan Sanayi,Eskişehir,Small,2008,38,9713315090,,3206847.51,47,23,,388.46,303.04,364.34,10270,954,2020-08-25,2025-10-07,45,False,0.13,0.81,False,True,False,True,True,False,2025-Q4,True
SUP009,Bilge Ambalaj San. ve Tic. A.Ş.,Ambalaj,Adana,Medium,2005,178,9208121918,757454785.67,90637878.55,80,6,770.44,871.21,681.71,823.37,60219,7371,2021-06-04,2026-05-31,45,False,0.1,0.21,False,True,False,True,True,False,2025-Q3,True
SUP035,Çamurcuoğlu Şensoy Yapı Tic.,İnşaat Malzemeleri,Ankara,Micro,2007,6,4394210472,5933265.58,1538385.88,19,1,57.9,52.37,53.28,60.03,1080,150,2023-06-04,,30,False,0.21,1.24,False,False,False,False,False,False,2025-Q3,True
SUP039,Zengin Gülen Mobilya San. Tic. Ltd. Şti.,Mobilya,Manisa,Medium,1975,120,3284210201,319212007.45,9597620.86,45,10,1065.76,1061.26,1046.64,1118.23,15579,42,2023-12-25,2026-08-08,60,False,0.05,,False,False,False,True,False,False,2025-Q2,True
SUP042,Demir Manço Oto Yedek Parça Ltd. Şti.,Otomotiv Yan Sanayi,Manisa,Small,2004,32,2983273157,77013007.23,8624094.38,15,3,184.02,183.84,196.95,226.81,2027,197,2017-06-29,2026-07-10,60,True,0.11,0.21,False,False,,True,False,False,2025-Q1,True
SUP005,Bilir Kimya Ltd. Şti.,Kimya,Manisa,Small,2018,10,6701543031,95843433.48,23112698.84,36,8,180.12,210.4,205.1,183.57,3187,339,2017-03-14,2024-11-21,30,True,0.25,0.06,False,True,True,True,,False,2025-Q2,True
SUP011,Şafak Otomotiv Ltd. Şti.,Otomotiv Yan Sanayi,Konya,Small,1994,27,5935348749,49436611.57,6933819.78,25,5,126.96,124.93,,116.8,6079,,2019-05-30,2026-03-06,30,True,0.18,0.2,False,True,False,True,False,False,2025-Q4,True
SUP037,Durmuş Duran Plastik Ltd. Şti.,Plastik ve Kauçuk,Bursa,Small,2004,36,2200471139,44292294.93,8509696.46,64,22,109.92,111.15,110.63,96.36,12333,680,2020-11-20,2026-04-11,45,False,0.12,0.44,False,True,False,True,False,False,2025-Q3,True
SUP052,Sakarya Gıda San. ve Tic. A.Ş.,Gıda ve İçecek,İstanbul,Medium,2003,139,1606853619,886705250.55,72578120.49,65,20,757.24,755.52,718.67,762.38,17061,836,2025-04-30,,60,True,0.1,0.32,False,True,False,True,False,True,2025-Q2,True
SUP027,Şener Aksu Makine Ltd. Şti.,Makine İmalat,Aydın,Small,1994,14,1249947179,16406178.41,1334695.73,28,4,348.51,372.93,378.62,,12017,2080,2017-11-27,,60,False,0.15,0.78,False,True,False,True,False,False,2025-Q1,True
SUP079,Şafak Nakliyat Tic.,Lojistik,İstanbul,Small,1994,11,5899642355,42368015.62,9988887.83,44,13,,122.76,155.76,157.38,6169,817,2018-05-05,2026-02-03,45,False,0.1,0.55,False,True,False,True,False,False,2025-Q4,True
SUP057,İhsanoğlu Arsoy Oto Yedek Parça Tic.,Otomotiv Yan Sanayi,Şanlıurfa,Small,1988,14,7582029704,50132418.68,9488067.79,32,11,147.22,132.89,133.11,124.05,11987,1858,2017-01-09,,45,True,0.22,0.35,False,,False,True,False,False,2025-Q2,True
SUP029,Şener Sezer Çelik Ltd. Şti.,Metal ve Çelik,Tekirdağ,Small,2017,10,9760385974,39682329.72,6784733.56,51,9,319.86,344.06,363.25,448.18,2178,209,2021-04-14,2026-08-29,90,False,0.24,0.36,False,True,True,True,False,False,2025-Q4,True
SUP005,Bilir Kimya Ltd. Şti.,Kimya,Manisa,Small,2018,10,6701543031,95843433.48,21343148.67,37,9,188.85,196.48,,189.18,3091,358,2017-03-14,2024-11-21,30,True,0.26,0.07,False,,True,,False,False,2025-Q1,True
SUP001,Korutürk Aslan İplik San. Tic. Ltd. Şti.,Tekstil,Trabzon,Medium,2009,,4794026545,225584135.67,5492821.36,134,,322.41,313.4,317.95,281.45,46048,6596,2018-08-02,2024-09-29,45,True,0.05,,False,True,False,False,True,True,2025-Q1,True
SUP050,Yilmaz Makine San. Tic. Ltd. Şti.,Makine İmalat,Şanlıurfa,Medium,1981,179,9805929621,703410436.07,57127954.09,106,25,177.01,178.94,141.42,164.57,80139,1028,2019-05-20,,45,True,0.1,0.98,True,True,False,True,False,True,2025-Q4,True
SUP037,Durmuş Duran Plastik Ltd. Şti.,Plastik ve Kauçuk,Bursa,Small,2004,36,2200471139,44292294.93,8068710.06,58,24,,117.35,116.86,102.06,11284,677,2020-11-20,2026-04-11,45,False,0.16,0.32,False,True,False,True,False,False,2025-Q4,True
SUP070,Bilgin Tekstil San. Tic. Ltd. Şti.,Tekstil,Manisa,Medium,1981,135,5788728743,258209836.78,34114358.25,62,8,984.3,941.9,,998.62,74274,8472,2020-08-09,,45,False,0.1,0.76,False,True,False,True,True,True,2025-Q4,True
SUP016,Ertaş Duran Mobilya San. Tic. Ltd. Şti.,Mobilya,Van,Medium,1990,222,5732003793,497943819.37,19358336.54,135,45,565.36,506.33,565.01,616.12,56216,10654,2017-06-06,2026-03-30,30,False,0.12,0.31,False,True,False,True,False,False,2025-Q2,False
SUP057,İhsanoglu Arsoy Oto Yedek Parca Tic.,Otomotiv Yan Sanayi,Şanlıurfa,Small,1988,14,7582029704,50132418.68,10143727.06,30,,147.87,135.85,135.18,126.26,12196,1717,2017-01-09,2024-12-05,45,True,0.23,0.41,False,True,False,True,False,False,2025-Q3,True
SUP023,Karadeniz Demir Çelik Tic.,Metal ve Çelik,Van,Small,2000,40,8701436349,81804912.11,9019285.46,22,,111.13,92.1,102.2,104.35,7501,1062,2024-05-28,,60,False,0.18,0.78,False,True,False,False,False,True,2025-Q3,True
SUP038,Zengin Makine İmalat Ltd. Şti.,Makine İmalat,Bursa,Small,,16,6850643170,76804211.33,4438280.39,47,22,180.9,188.9,190.03,181.68,7783,893,2021-02-28,2026-04-13,30,False,0.08,0.33,False,False,False,True,False,True,2025-Q4,True
SUP049,Şafak Çelik San. Tic. Ltd. Şti.,Metal ve Çelik,Adana,Medium,1984,139,5629148653,797018309.72,91722594.22,90,16,477.88,392.09,439.95,501.75,48333,10255,2018-08-04,2025-04-25,45,,0.14,0.55,False,False,False,True,False,False,2025-Q3,True
SUP044,Kısakürek Tevetoğlu Çelik Tic.,Metal ve Çelik,Sakarya,Small,2002,23,9156149784,94726668.16,14615318.64,32,3,136.16,159.37,130.27,163.9,12874,2619,2017-10-09,2025-07-05,60,True,0.14,0.38,False,False,False,False,False,False,2025-Q3,True
SUP019,Akar İnşaat Malzemeleri Ltd. Şti.,İnşaat Malzemeleri,İzmir,Small,2012,41,1656272985,72597068.78,14601058.89,31,10,262.99,238.42,267.22,287.79,12352,2267,,2025-12-02,30,False,0.15,0.26,False,True,True,True,,False,2025-Q2,True
SUP002,Yaman Korutürk Oto Yedek Parça San. Tic. Ltd. Şti.,Otomotiv Yan Sanayi,Kocaeli,Medium,1989,247,5131647525,862744929.71,85027761.74,55,19,,170.99,168.03,149.3,51495,2762,2020-11-09,2025-03-02,60,,0.04,0.31,False,True,False,True,False,False,2025-Q3,True
SUP014,Ergül Kimyasal Ürünler Ltd. Şti.,Kimya,Mersin,Small,2007,30,7981693409,67733356.47,7440475.66,15,8,117.5,124.53,110.57,117.09,13178,1010,2023-02-26,2024-11-24,90,True,0.26,0.36,False,True,False,,False,False,2025-Q2,True
SUP037,Durmuş Duran Plastik Ltd. Şti.,Plastik ve Kauçuk,Bursa,Small,2004,36,2200471139,44292294.93,7550987.6,57,20,115.58,103.36,110.45,101.71,11515,872,2020-11-20,,,False,0.14,0.44,False,True,False,True,False,,2025-Q1,True
SUP046,Gül Çelik Ltd. Şti.,Metal ve Çelik,Manisa,Micro,2002,9,2883452317,9237812.64,709209.23,9,4,189.6,,185.59,167.58,3884,802,2016-11-20,2026-02-20,45,False,0.25,0.32,,False,False,True,False,False,2025-Q3,False
SUP062,Ülker Kauçuk Ltd. Şti.,Plastik ve Kauçuk,Adana,Micro,2010,6,6625871534,3369894.07,416058.49,22,8,136.46,141.37,137.07,135.12,2472,223,2018-10-31,2024-12-18,90,False,,0.46,False,True,False,True,False,False,2025-Q1,False
SUP066,Hançer Gülen Demir Çelik Ltd. Şti.,Metal ve Çelik,Adana,Micro,2015,3,9962308131,6045170.35,1695372.92,24,10,187.83,189.31,203.39,215.71,1090,26,2020-02-11,2026-03-17,30,False,0.24,,False,,True,,False,False,2025-Q2,False
SUP048,Şensoy Şama Kimya Tic.,Kimya,Ankara,Small,1994,13,8151820371,86976403.43,14377360.0,14,2,326.21,353.59,,374.55,11062,772,2021-03-25,2026-04-29,90,False,0.12,0.55,False,True,False,True,,False,2025-Q1,True
SUP033,Akça Plastik San. Tic. Ltd. Şti.,Plastik ve Kauçuk,Konya,Medium,1981,163,3400504557,384995038.54,42588320.38,149,,,527.27,523.15,538.86,79942,1087,2020-04-13,2026-08-20,90,True,0.07,0.37,False,True,True,False,False,False,2025-Q1,True
SUP027,Şener Aksu Makine Ltd. Şti.,Makine İmalat,Aydın,Small,1994,14,1249947179,16406178.41,1212485.71,30,6,359.7,416.55,370.65,388.41,11307,2064,2017-11-27,2025-12-27,60,False,0.11,0.92,False,True,False,True,False,False,2025-Q4,True
SUP012,Manço Bilir Kimya Ltd. Şti.,Kimya,Adana,Small,1994,37,3045053310,21773769.46,5346669.93,12,6,145.74,138.99,152.84,149.78,558,116,2022-06-25,2025-04-13,60,,0.11,0.29,False,True,,True,False,False,2025-Q1,True
SUP082,Gülen Gül Çelik Tic.,Metal ve Çelik,İzmir,Small,1985,20,2765918039,99120972.85,7736504.99,34,8,254.1,206.29,266.84,268.14,7254,559,2018-05-14,,45,False,0.15,0.36,True,True,False,True,False,True,2025-Q4,True
SUP031,Alemdar Türk Mobilya Tic.,Mobilya,İstanbul,Small,2015,32,6886753392,87762424.1,7628297.28,41,8,349.21,322.81,333.96,298.47,12961,,2017-08-23,,90,,0.12,0.5,False,False,False,False,False,False,2025-Q3,True
SUP049,Şafak Çelik San. Tic. Ltd. Şti.,Metal ve Çelik,Adana,Medium,1984,139,5629148653,,86464207.79,85,13,444.86,392.41,434.03,504.72,44389,8825,2018-08-04,2025-04-25,45,False,0.13,0.51,False,False,False,True,False,False,2025-Q4,True
SUP028,Ertaş Kısakürek Taşımacılık Holding A.Ş.,Lojistik,İzmir,Large,1986,414,3787429673,5186256634.29,371889435.19,376,89,2247.18,2278.95,2384.36,2172.83,597781,130421,2020-11-09,2025-01-14,30,True,0.13,0.67,False,True,False,True,False,False,2025-Q1,True
SUP013,Corlu İnsaat Malzemeleri San. Tic. Ltd. Şti.,İnşaat Malzemeleri,Şanlıurfa,Medium,1981,147,1733754337,936892914.12,126367330.88,112,20,217.89,270.57,,260.37,131972,7035,,,30,,0.05,0.33,False,True,False,True,False,False,2025-Q4,True
SUP080,Seven Ambalaj San. ve Tic. A.Ş.,Ambalaj,Konya,Medium,1978,184,1100623127,403807855.63,49404704.15,119,11,1033.42,1066.14,1197.75,1224.73,97658,6736,2022-09-20,2025-08-05,30,True,0.1,0.34,False,True,False,True,False,False,2025-Q3,True
SUP061,Erdoğan Elektronik Grup A.Ş.,Elektronik,Eskişehir,Large,1989,2728,6900109439,6921535943.09,195468699.03,300,55,4560.35,4610.94,4421.95,,640883,69246,2024-12-16,,90,True,0.07,0.04,False,True,,,False,False,2025-Q3,True
SUP078,Sakarya Ambalaj Tic.,Ambalaj,Denizli,Micro,2009,1,4317393637,8379359.71,547015.03,16,9,113.96,104.57,105.32,108.2,808,43,2023-08-14,2025-02-04,60,False,0.22,0.42,False,True,True,False,False,False,2025-Q2,True
SUP036,Eraslan Yaman Oto Yedek Parça San. ve Tic. A.Ş.,Otomotiv Yan Sanayi,Denizli,Medium,1982,169,2236851603,258076063.4,6617692.11,93,3,961.63,862.49,901.91,898.44,59013,7603,2024-07-01,2024-12-29,60,False,0.15,,False,True,False,True,False,False,2025-Q4,True
SUP054,Akar Manço Oto Yedek Parça San. Tic. Ltd. Şti.,Otomotiv Yan Sanayi,Gaziantep,Medium,2008,142,2888880672,637065138.54,8127709.75,55,18,1224.12,1117.42,1187.34,,114269,25175,2025-04-30,2025-12-27,,False,0.15,0.69,False,True,False,True,,,2025-Q2,True
SUP063,Aksu Eraslan Gıda Tic.,Gıda ve İçecek,Bursa,Small,2016,,8016873396,44573485.02,7371698.35,16,7,130.72,134.88,134.31,138.23,1329,88,2024-10-11,2025-11-11,60,True,0.27,0.18,False,True,True,True,False,,2025-Q1,True
SUP051,İnönü Akçay Mobilya San. ve Tic. A.Ş.,Mobilya,Şanlıurfa,Medium,2005,99,6967468862,139323185.16,,138,34,854.33,926.92,775.44,707.0,32528,6679,2021-03-04,2025-10-03,45,False,0.12,0.32,False,True,,True,False,True,2025-Q2,False
SUP044,Kısakürek Tevetoğlu Çelik Tic.,Metal ve Çelik,Sakarya,Small,2002,23,9156149784,94726668.16,14018921.75,30,3,147.16,,134.25,152.63,12654,2326,2017-10-09,2025-07-05,60,True,0.15,0.51,,False,False,False,False,,2025-Q2,True
SUP009,Bilge Ambalaj San. ve Tic. A.Ş.,Ambalaj,Adana,Medium,,178,9208121918,757454785.67,90645079.27,76,,779.26,777.65,732.71,775.67,65444,10285,2021-06-04,2026-05-31,45,False,0.13,0.29,False,True,False,,True,False,2025-Q1,True
SUP065,Duran Demir Celik Ltd. Şti.,Metal ve Çelik,Tekirdağ,Small,2005,20,7949588809,55821026.46,7815900.41,58,16,80.77,81.3,75.84,71.32,2863,342,2020-04-18,2026-09-01,60,False,0.13,0.47,True,False,False,True,False,False,2025-Q1,False
SUP015,Eraslan Sezgin Nakliyat San. ve Tic. A.Ş.,Lojistik,Sakarya,Large,1976,2973,7299468043,7642121401.8,565958806.99,200,60,2186.51,,2166.48,2168.06,461913,16802,2022-07-18,2025-12-22,60,True,0.11,,False,True,False,True,False,False,2025-Q1,True
SUP072,Erdoğan Akçay Makine İmalat Ltd. Şti.,Makine İmalat,Ankara,Small,2008,49,4327279560,42359688.15,3479837.96,46,3,115.75,122.91,127.81,103.65,688,109,2017-09-10,2025-03-06,90,False,0.31,,False,True,,True,False,,2025-Q2,True
SUP041,İnönü Gıda Ltd. Şti.,Gıda ve İçecek,İstanbul,Small,2011,31,8661565458,66976905.19,10089294.87,14,,120.25,115.16,110.3,125.9,2567,143,2025-02-01,2024-11-19,45,False,0.25,,,True,False,,False,True,2025-Q1,True
SUP057,İhsanoğlu Arsoy Oto Yedek Parça Tic.,Otomotiv Yan Sanayi,Şanlıurfa,Small,1988,14,7582029704,50132418.68,9749492.1,28,14,138.41,138.45,143.83,122.58,12076,1817,2017-01-09,2024-12-05,45,True,0.25,0.43,False,True,True,,False,False,2025-Q4,True
SUP066,Hancer Gulen Demir Celik Ltd. Şti.,Metal ve Çelik,Adana,Micro,2015,3,9962309131,6045170.35,1974579.87,25,7,200.1,182.9,200.47,199.29,1035,19,2020-02-11,,30,False,0.21,0.6,False,True,True,True,True,False,2025-Q4,True
SUP047,Akgündüz İçecek Tic.,Gıda ve İçecek,Ankara,Micro,2015,8,5490581475,7842056.85,1541626.51,28,5,37.73,36.78,35.6,39.22,778,122,2018-08-22,2026-02-21,90,True,0.11,0.32,False,True,False,True,False,,2025-Q3,True
SUP041,İnonu Gida Ltd. Şti.,Gıda ve İçecek,İstanbul,Small,2011,31,8661565458,66976905.19,10919796.93,14,4,126.13,104.71,104.2,115.98,2764,86,2025-02-01,,45,False,0.25,0.24,False,True,False,True,False,True,2025-Q4,True
SUP067,Akçay İnşaat Malzemeleri Tic.,İnşaat Malzemeleri,Tekirdağ,Small,2014,44,6854973341,79747507.16,20858460.36,57,6,205.1,197.47,177.42,199.34,3660,410,2023-01-17,,60,False,,0.62,False,True,True,,True,False,2025-Q3,True
SUP038,Zengin Makine İmalat Ltd. Şti.,Makine İmalat,Bursa,Small,2008,16,6850643170,76804211.33,4388140.61,47,19,182.45,201.17,190.11,177.33,8455,934,2021-02-28,2026-04-13,30,False,0.12,,False,False,False,True,False,True,2025-Q3,True
SUP043,Tarhan Şafak Elektrik Tic.,Elektronik,Kayseri,Small,1985,21,3961201837,79068927.87,12177413.61,36,9,242.0,218.62,217.93,215.61,14828,951,2019-06-01,2026-05-18,90,False,0.18,0.65,False,True,True,True,False,False,2025-Q3,True
SUP055,Aksu Duran Kimya Grup A.Ş.,Kimya,Sakarya,Large,1961,802,2704303056,3413617452.14,264335671.32,98,4,4281.26,3657.6,4218.79,3599.76,512091,52104,,2026-04-25,60,True,0.02,0.34,False,True,False,,True,True,2025-Q4,True
SUP082,Gülen Gül Çelik Tic.,Metal ve Çelik,İzmir,Small,1985,20,2765918039,99120972.85,8370598.79,33,8,261.01,210.98,264.29,,7623,735,2018-05-14,,45,False,0.12,0.28,True,True,False,True,False,,2025-Q3,True
SUP077,Çetin Güçlü Ambalaj Tic.,Ambalaj,Adana,Small,2014,13,9668825348,70420827.23,14498710.23,11,6,358.7,372.16,376.71,376.61,5547,356,,2025-03-17,45,False,0.13,1.09,False,True,True,True,True,False,2025-Q4,False
SUP056,Hayrioğlu Soylu Nakliyat Grup A.Ş.,Lojistik,Denizli,Large,1961,2282,8584161691,5528303491.61,161095655.72,311,92,259.96,300.65,296.73,334.56,385588,400,2016-09-13,2025-12-19,45,True,0.23,0.45,False,True,False,,False,True,2025-Q4,True
SUP015,Eraslan Sezgin Nakliyat San. ve Tic. A.Ş.,Lojistik,Sakarya,Large,1976,2973,7299868043,7642121401.8,644666586.67,208,52,2087.44,2119.38,,2287.63,510916,10910,2022-07-18,2025-12-22,60,True,0.1,0.2,False,True,False,True,,False,2025-Q4,False
SUP032,Aslan Erdoğan İplik San. ve Tic. A.Ş.,Tekstil,İstanbul,Medium,1981,184,8026217457,922087151.04,58551545.02,85,6,547.56,516.74,525.77,572.05,116263,9663,2022-01-22,2025-07-18,90,False,0.34,0.2,False,False,False,True,True,True,2025-Q3,True
SUP077,Çetin Güçlü Ambalaj Tic.,Ambalaj,Adana,Small,2014,13,9668826348,70420827.23,15538294.02,13,,350.73,370.06,406.76,389.02,6009,,2024-09-25,,45,False,0.11,0.92,,True,True,True,,False,2025-Q2,True
SUP044,Kısakürek Tevetoğlu Çelik Tic.,Metal ve Çelik,Sakarya,Small,2002,23,9156149784,94726668.16,,29,3,143.68,139.83,141.46,,12322,,2017-10-09,2025-07-05,60,,0.17,0.57,False,False,False,False,,False,2025-Q1,True
SUP048,Şensoy Şama Kimya Tic.,Kimya,Ankara,Small,1994,13,8151820371,86976403.43,12835254.03,14,2,365.17,367.41,365.34,359.68,11876,629,2021-03-25,2026-04-29,90,False,0.12,0.37,False,True,False,True,False,False,2025-Q3,True
SUP021,Akdeniz Bilgin Otomotiv Tic.,Otomotiv Yan Sanayi,Manisa,Small,,22,2931491901,33061932.69,3894763.17,45,6,227.91,225.94,190.84,168.18,3764,752,2021-08-13,2024-11-10,60,False,0.25,0.53,False,True,False,True,False,False,2025-Q3,True
SUP005,Bilir Kimya Ltd. Şti.,Kimya,Manisa,Small,2018,10,6701543031,95843433.48,22350649.66,33,10,188.82,231.28,229.92,171.85,3415,295,2017-03-14,2024-11-21,30,True,0.26,0.05,False,True,True,True,False,False,2025-Q4,True
SUP021,Akdeniz Bilgin Otomotiv Tic.,Otomotiv Yan Sanayi,Manisa,Small,2010,22,2931491901,33061932.69,4018232.6,46,5,216.86,210.62,181.97,174.01,3931,679,2021-08-13,2024-11-10,60,,0.26,0.63,False,True,False,True,False,False,2025-Q2,True
SUP054,Akar Manço Oto Yedek Parça San. Tic. Ltd. Şti.,Otomotiv Yan Sanayi,,Medium,2008,142,2888880672,637065138.54,7836505.98,54,17,1134.67,1155.27,1102.99,1098.75,119666,24372,2025-04-30,2025-12-27,30,False,0.13,0.94,False,True,False,True,False,True,2025-Q1,True
SUP002,Yaman Korutürk Oto Yedek Parça San. Tic. Ltd. Şti.,Otomotiv Yan Sanayi,Kocaeli,Medium,1989,247,5141647525,862744929.71,81548069.45,51,19,156.06,156.01,153.86,157.45,59797,,2020-11-09,2025-03-02,60,True,0.05,,False,True,False,True,False,,2025-Q1,False
SUP050,Yılmaz Makine San. Tic. Ltd. Şti.,Makine İmalat,Şanlıurfa,Medium,1981,179,9805929621,703410436.07,57108759.48,127,25,167.36,150.97,145.78,152.78,78995,922,2019-05-20,2025-08-28,45,True,0.09,0.58,True,True,False,True,False,True,2025-Q1,True
SUP081,Gül Yorulmaz Konfeksiyon Ltd. Şti.,Tekstil,Samsun,Small,2012,21,2182339848,65486742.5,8926164.79,49,2,241.61,243.44,258.46,238.04,10948,828,2024-08-20,,60,False,0.18,0.41,False,False,False,False,False,,2025-Q1,True
SUP036,Eraslan Yaman Oto Yedek Parça San. ve Tic. A.Ş.,Otomotiv Yan Sanayi,Denizli,Medium,,169,2236851603,258076063.4,,88,3,951.73,801.23,878.05,922.3,58742,6910,2024-07-01,,60,False,0.13,0.38,False,True,False,True,False,False,2025-Q3,True
SUP035,Çamurcuoğlu Şensoy Yapı Tic.,İnşaat Malzemeleri,Ankara,Micro,2007,,4394210472,5933265.58,1319816.83,20,1,56.22,50.72,52.4,58.71,973,164,2023-06-04,2026-07-29,30,False,0.24,0.99,False,False,False,True,False,False,2025-Q1,True
SUP009,Bilge Ambalaj San. ve Tic. A.Ş.,Ambalaj,Adana,Medium,2005,178,9208121918,757454785.67,85300222.52,82,6,712.63,932.88,645.17,874.72,56089,5901,2021-06-04,2026-05-31,,False,0.08,0.24,False,True,False,True,True,True,2025-Q4,True
SUP007,Akar Demirel Makine İmalat Ltd. Şti.,Makine İmalat,Balıkesir,Micro,2013,4,2165667019,,3012911.23,26,16,53.51,52.67,49.86,49.73,577,44,2017-02-21,,30,False,0.21,0.35,True,False,False,False,False,False,2025-Q2,True
SUP053,Şener Otomotiv Ltd. Şti.,Otomotiv Yan Sanayi,Çorum,Small,1994,45,9614341038,23144437.61,889364.41,55,13,146.18,137.94,143.28,145.65,11148,758,2021-10-08,2026-06-25,90,False,0.13,0.46,False,True,False,True,,False,2025-Q1,True
SUP010,Sezgin Mobilya Holding A.Ş.,Mobilya,Konya,Large,1998,547,1799118380,5335670572.32,155525824.47,232,12,2521.99,2549.26,,2917.64,626547,123013,2016-10-20,2026-04-22,60,True,0.09,0.29,False,True,False,True,True,False,2025-Q4,True
