supplier_id,company_name,sector,city,company_size,founded_year,employee_count,vkn,supplier_annual_revenue_tl,annual_purchase_volume_tl,total_orders_last_year,late_orders_last_year,price_q1,price_q2,price_q3,price_q4,units_shipped_last_year,units_returned_last_year,contract_start_date,last_audit_date,payment_terms_days,iso_certified,overdue_debt_ratio,debt_to_revenue_ratio,payment_default_last_3y,has_export_documentation,requires_full_upfront_payment,site_visit_verified,exports_to_eu,has_emissions_reporting_capability,period
SUP071,Demirel Makine İmalat Tic.,makine i̇malat,Eskişehir,küçük,1991,21.0,3752046371,26757916.22,"5.409.631,37",46,27.0,,"100,81",88.02,"73,90",10641,,24.10.2016,04/11/2024,60.0,hayır,0.32,0.20,Hayır,evet,No,EVET,Hayır,,2025-Q3
SUP053,Şener Otomotiv Ltd. Şti.,Otomotiv Yan Sanayi,  Çorum  ,küçük,1994,45.0,9614341038,23144437.61,"835.679,00",51,8.0,168.61,"149,34",133.77,147.22,12128,723.0,08-10-21,25-06-26,90.0,,"0,14","0,46",0,Evet,HAYIR,,0,0,2025-Q4
SUP080,Seven Ambalaj San. ve Tic. A.Ş.,Ambalaj,konya,Orta,1978,184.0,1100623127,"403.807.855,63",51765675.83,109,13.0,"1.074,51","1.098,66","1.142,75","1.186,62",93268,7410.0,20.09.2022,05-08-25,30.0,Evet,0.14,"0,42",0,,HAYIR,1,hayır,No,2025-Q2
SUP027,Şener Aksu Makine Ltd. Şti.,Makine İmalat,Aydın,Küçük,1994,14.0,1249947179,"16.406.178,41",1343005.09,29,6.0,365.35,387.69,"377,70","419,43",12030,2204.0,27/11/2017,2025-12-27,60.0,Hayır,0.12,"0,77",No,Yes,hayır,1,false,0,2025-Q3
SUP054,Akar Manço Oto Yedek Parça San. Tic. Ltd. Şti.,Otomotiv Yan Sanayi,Gaziantep,orta,,,2888880672,637065138.54,"8.844.047,33",56,18.0,"1.193,76","1.032,42","1.112,21",1111.42,124821,20342.0,30-04-25,2025-12-27,30.0,HAYIR,,0.61,No,evet,hayır,EVET,HAYIR,Yes,2025-Q3
SUP070,Bilgin Tekstil San. Tic. Ltd. Şti.,Tekstil,MANISA,Orta,1981.0,135.0,5788728743,"258.209.836,78",34967978.65,60,8.0,"951,61","1.012,67",1113.85,1022.56,67973,8442.0,2020-08-09,11/12/2025,45.0,0,0.08,0.52,false,Yes,false,evet,true,evet,2025-Q2
SUP056,Hayrioğlu Soylu Nakliyat Grup A.Ş.,  Lojistik  ,  Denizli  ,Büyük,1961,2282.0,8584161691,"5.528.303.491,61","146.602.181,42",329,79.0,"273,33",,283.15,316.71,360269,329.0,2016-09-13,19/12/2025,45.0,1,,0.44,Hayır,EVET,Hayır,Yes,hayır,,2025-Q3
SUP003,korutürk makine i̇malat san. tic. ltd. şti.,  Makine İmalat  ,Kocaeli,ORTA,1995,152.0,5139537675,"671.480.459,38","56.927.833,19",127,42.0,"136,72",144.01,,"158,61",94939,3542.0,2018-06-08,2026-02-17,45.0,1,"0,14","0,09",false,evet,hayır,evet,0,1,2025-Q1
SUP031,Alemdar Türk Mobilya Tic.,MOBILYA,İSTANBUL,KÜÇÜK,2015.0,32.0,6886753392,"87.762.424,10",7571873.97,38,,339.29,"314,66","331,87","291,31",13368,848.0,,06/03/2025,90.0,hayır,0.12,"0,44",Hayır,true,0,Evet,HAYIR,HAYIR,2025-Q2
SUP014,Ergül Kimyasal Ürünler Ltd. Şti.,Kimya,Mersin,Küçük,2007,30.0,7981693409,"67.733.356,47","7.957.101,17",14,7.0,109.05,"124,43","117,33","119,98",13100,1029.0,26/02/2023,24.11.2024,90.0,Yes,"0,25",0.44,false,EVET,No,0,Hayır,Hayır,2025-Q3
SUP055,Aksu Duran Kimya Grup A.Ş.,Kimya,Sakarya,Büyük,1961,802.0,2704303056,"3.413.617.452,14",242644273.49,101,3.0,4244.91,,"4.489,42",3909.36,502380,51154.0,20-01-23,2026-04-25,60.0,evet,0.03,"0,30",hayır,evet,false,Yes,Yes,1,2025-Q3
SUP036,  Eraslan Yaman Oto Yedek Parça San. ve Tic. A.Ş.  ,OTOMOTIV YAN SANAYI,DENIZLI,ORTA,1982,169.0,2236851603,"258.076.063,40","7.679.544,04",82,4.0,918.72,"842,98","911,83","897,36",57557,5822.0,01-07-24,2024-12-29,60.0,Hayır,0.11,"0,33",Hayır,evet,0,Yes,No,Evet,2025-Q2
SUP008,Dumanli Zengin Otomotiv Ltd. Sti.,Otomotiv Yan Sanayi,  Van  ,KÜÇÜK,2000,20.0,7773602601,50375219.30,"6.425.597,59",30,6.0,"102,57","79,90",94.31,"117,71",3279,326.0,,2025-02-28,90.0,No,"0,10","0,58",,1,No,,0,Hayır,2025-Q4
SUP040,yaman zorlu metal ltd. şti.,Metal ve Çelik,  Eskişehir  ,Küçük,2018,29.0,8007661779,"21.408.268,93","2.513.844,82",10,3.0,103.02,,115.34,,3252,633.0,2022-11-07,27/02/2025,30.0,Hayır,0.14,0.88,0,HAYIR,No,1,Hayır,No,2025-Q4
SUP043,  Tarhan Şafak Elektrik Tic.  ,Elektronik,  Kayseri  ,Küçük,,21.0,3961201857,79068927.87,"12.109.216,48",40,11.0,"242,01","220,96","208,45",213.36,13837,1192.0,01/06/2019,,90.0,hayır,"0,25",0.78,HAYIR,Yes,Hayır,Yes,false,No,2025-Q2
SUP075,soylu san. ve tic. a.ş.,  İnşaat Malzemeleri  ,İzmir,büyük,1962,712.0,1690331198,2558831511.76,,370,156.0,3780.00,"3.980,63","3.761,10","3.510,52",213533,27203.0,06.06.2021,11.02.2026,30.0,1,0.10,0.46,HAYIR,evet,false,evet,false,hayır,2025-Q1
SUP030,Hayrioğlu Karadeniz Lojistik Ltd. Şti.,  Lojistik  ,Denizli,Small,2014.0,17.0,3748467739,72842502.62,4131170.63,18,7.0,"193,08",214.89,"232,23","254,43",5219,123.0,05/06/2020,23-02-26,90.0,HAYIR,"0,14","0,31",0,Yes,hayır,,No,HAYIR,2025-Q1
SUP084,AKAR OTO YEDEK PARÇA TIC.,Otomotiv Yan Sanayi,Adana,Small,2009,15.0,5311496261,95937255.72,11251010.09,31,4.0,342.94,,"359,83","325,25",10415,955.0,03.12.2020,05.02.2025,60.0,hayır,"0,18",0.39,HAYIR,false,0,Evet,HAYIR,0,2025-Q1
SUP028,ertaş kısakürek taşımacılık holding a.ş.,Lojistik,i̇zmir,büyük,1986,414.0,3787429673,"5.186.256.634,29",321970493.98,361,77.0,"2.108,11",2093.68,2566.52,,546240,163292.0,2020-11-09,2025-01-14,30.0,Evet,"0,10","0,68",Hayır,Evet,0,Yes,false,Hayır,2025-Q4
SUP023,Karadeniz Demir Çelik Tic.,Metal ve Çelik,Van,Küçük,2000,40.0,8701436349,,"8.956.318,46",22,9.0,"103,45","94,81","99,87","97,96",8172,,28/05/2024,16/01/2026,60.0,false,0.16,"0,62",Hayır,Evet,No,0,hayır,true,2025-Q2
SUP024,arsoy yapı ltd. şti.,İNŞAAT MALZEMELERI,Kocaeli,küçük,2002,47.0,9941343523,"73.256.944,80",6145165.65,58,29.0,152.60,136.16,"155,24",148.13,8217,1480.0,24/11/2022,14-01-25,60.0,Yes,0.18,,0,HAYIR,Hayır,HAYIR,0,0,2025-Q3
SUP025,Ülker Kimya Ltd. Şti.,Kimya,Kocaeli,Küçük,,,7719022941,72767565.36,"4.299.557,29",11,2.0,"230,12","215,07",225.59,185.59,1627,,26/09/2022,19.02.2025,30.0,false,0.15,0.32,HAYIR,true,false,Yes,Hayır,hayır,2025-Q4
SUP049,şafak çelik san. tic. ltd. şti.,Metal ve Çelik,Adana,orta,1984,139.0,5629148653,,86464245.83,88,15.0,502.35,"418,40",454.14,468.13,50011,9674.0,04.08.2018,2025-04-25,45.0,Hayır,0.15,0.61,hayır,0,HAYIR,,,hayır,2025-Q2
SUP015,Eraslan Sezgin Nakliyat San. ve Tic. A.S.,Lojistik,Sakarya,Large,1976,2973.0,7299468043,7642121401.80,"646.530.561,14",192,,2229.79,,"2.118,10",2346.24,520187,11588.0,18.07.2022,,60.0,1,0.09,0.28,No,true,hayır,true,0,,2025-Q3
SUP075,Soylu San. ve Tic. A.S.,İnşaat Malzemeleri,İzmir,Large,1962,712.0,1690331198,"2.558.831.511,76",11720102.46,388,152.0,"4.009,84","3.991,02","3.510,54",3274.66,201558,23610.0,06/06/2021,,30.0,evet,0.13,"0,30",,evet,hayır,EVET,No,HAYIR,2025-Q3
SUP045,Eraslan Mobilya Tic.,Mobilya,Kahramanmaraş,KÜÇÜK,1987,37.0,1715969661,,18903345.03,13,3.0,84.79,90.50,"97,62","96,31",625,,27-08-24,25.10.2025,60.0,EVET,0.08,0.24,0,1,evet,evet,HAYIR,hayır,2025-Q1
SUP058,Yorulmaz Çelik San. ve Tic. A.Ş.,Metal ve Çelik,Denizli,Medium,1976,238.0,3786814479,129146791.58,3854651.49,79,20.0,,"1.220,91","1.128,28",1087.30,62124,4320.0,03/12/2021,,45.0,No,"0,13",,false,evet,hayır,No,Yes,false,2025-Q4
SUP066,HANÇER GÜLEN DEMIR ÇELIK LTD. ŞTI.,METAL VE ÇELIK,Adana,Mikro,,3.0,9962309131,"6.045.170,35",1747214.09,26,11.0,182.99,,192.08,"208,34",997,25.0,11-02-20,,30.0,false,"0,23",,false,true,1,1,hayır,false,2025-Q1
SUP084,Akar Oto Yedek Parça Tic.,OTOMOTIV YAN SANAYI,  Adana  ,Small,2009,15.0,5311426261,"95.937.255,72","11.911.654,55",34,3.0,"317,90",353.49,321.55,306.89,9987,740.0,2020-12-03,2025-02-05,,0,"0,15",0.31,,false,hayır,Yes,,0,2025-Q3
SUP001,Korutürk Aslan İplik San. Tic. Ltd. Şti.,tekstil,TRABZON,Medium,2009.0,157.0,4794026545,"225.584.135,67",,138,29.0,310.80,,329.98,289.41,49660,5234.0,,29/09/2024,45.0,true,0.04,0.34,HAYIR,0,Hayır,0,Yes,Evet,2025-Q2
SUP017,Kısakürek Mobilya San. ve Tic. A.Ş.,Mobilya,BURSA,Medium,1982.0,166.0,3788957982,"544.939.452,11","25.491.815,86",59,27.0,"865,85","765,26","788,91",755.23,111512,7359.0,25-10-18,27-08-26,90.0,hayır,0.18,"0,21",HAYIR,0,0,Evet,1,,2025-Q3
SUP071,Demirel Makine İmalat Tic.,Makine İmalat,  Eskişehir  ,küçük,,21.0,3753046371,"26.757.916,22",5139016.67,39,19.0,102.96,"94,20",,"76,54",11121,1464.0,24/10/2016,2024-11-04,60.0,false,0.23,0.26,Hayır,Evet,false,,HAYIR,false,2025-Q1
SUP075,soylu san. ve tic. a.ş.,İnşaat Malzemeleri,İZMIR,BÜYÜK,1962,712.0,1690331198,2558831511.76,"12.393.295,30",399,152.0,3967.38,4077.34,3653.70,"3.496,83",198622,21244.0,2021-06-06,11/02/2026,30.0,,"0,13",,false,evet,No,true,0,HAYIR,2025-Q2
SUP013,ÇORLU İNŞAAT MALZEMELERI SAN. TIC. LTD. ŞTI.,İnşaat Malzemeleri,Şanlıurfa,orta,1981.0,147.0,1733754537,"936.892.914,12",122774942.18,119,18.0,"253,32",249.48,230.80,253.41,108235,7620.0,02/06/2022,28.11.2024,30.0,0,,,,true,false,,HAYIR,hayır,2025-Q1
SUP036,Eraslan Yaman Oto Yedek Parça San. ve Tic. A.Ş.,otomotiv yan sanayi,Denizli,Medium,1982,169.0,2236851603,258076063.40,"7.355.779,88",77,4.0,,816.69,945.68,"973,67",52823,7343.0,2024-07-01,29-12-24,60.0,false,"0,12",0.29,Hayır,Yes,,EVET,false,Evet,2025-Q1
SUP029,  Şener Sezer Çelik Ltd. Şti.  ,metal ve çelik,Tekirdağ,KÜÇÜK,2017,10.0,9760785974,"39.682.329,72",7246319.13,52,8.0,325.62,344.46,364.58,394.89,2213,331.0,14/04/2021,2026-08-29,90.0,false,"0,26",,HAYIR,true,0,evet,Hayır,hayır,2025-Q1
SUP001,Korutürk Aslan İplik San. Tic. Ltd. Şti.,Tekstil,Trabzon,Orta,2009.0,157.0,4794026545,225584135.67,5183674.30,146,28.0,320.52,305.83,"346,43","269,18",52403,5123.0,02.08.2018,2024-09-29,45.0,1,"0,03",0.28,No,,,Hayır,1,EVET,2025-Q3
SUP058,YORULMAZ ÇELIK SAN. VE TIC. A.Ş.,Metal ve Çelik,denizli,orta,1976,238.0,3786814479,129146791.58,3904866.78,78,25.0,"1.105,17",1294.55,"1.102,15",1088.37,64079,5514.0,03.12.2021,2025-03-14,45.0,0,0.11,"0,38",HAYIR,Evet,0,,evet,0,2025-Q2
SUP076,YAMAN GÜL İPLIK SAN. VE TIC. A.Ş.,TEKSTIL,diyarbakır,Orta,1995.0,110.0,5283664089,495066530.34,"41.614.004,77",76,16.0,"116,81",115.04,"117,68",98.26,107332,12022.0,03.05.2020,02-11-25,45.0,Hayır,"0,05",0.36,hayır,evet,Hayır,Evet,false,false,2025-Q3
SUP047,Akgunduz Icecek Tic.,Gıda ve İçecek,Ankara,Micro,2015.0,8.0,5490581475,"7.842.056,85",1570510.02,31,5.0,38.60,"38,19","37,82","41,28",786,119.0,22/08/2018,2026-02-21,90.0,evet,0.16,0.35,hayır,Evet,HAYIR,evet,false,HAYIR,2025-Q2
SUP023,  Karadeniz Demir Çelik Tic.  ,  Metal ve Çelik  ,,KÜÇÜK,2000,40.0,8701436349,"81.804.912,11",8518468.34,21,8.0,"109,14","85,25","105,60","105,55",7036,1182.0,28/05/2024,2026-01-16,60.0,HAYIR,0.18,"0,91",hayır,Evet,0,hayır,false,,2025-Q4
SUP052,Sakarya Gıda San. ve Tic. A.Ş.,GIDA VE İÇECEK,İstanbul,orta,2003,139.0,1606853619,"886.705.250,55",77707039.19,72,17.0,783.13,770.96,"761,88","758,60",16839,729.0,30-04-25,19-08-26,60.0,Yes,,"0,26",No,EVET,No,Yes,No,1,2025-Q1
SUP011,Safak Otomotiv Ltd. Sti.,Otomotiv Yan Sanayi,Konya,küçük,1994.0,27.0,5935348749,49436611.57,7289244.09,23,6.0,"123,09","126,17",119.67,"116,69",6148,749.0,30/05/2019,06/03/2026,30.0,,"0,17",0.24,false,1,HAYIR,,false,HAYIR,2025-Q2
SUP006,Tevetoğlu Otomotiv Tic.,Otomotiv Yan Sanayi,Eskisehir,Small,2008,38.0,9713315090,,3206847.51,47,23.0,,"388,46","303,04","364,34",10270,954.0,25.08.2020,07/10/2025,45.0,0,"0,13",0.81,HAYIR,true,false,true,1,hayır,2025-Q4
SUP009,Bilge Ambalaj San. ve Tic. A.Ş.,ambalaj,Adana,ORTA,2005,178.0,9208121918,"757.454.785,67","90.637.878,55",80,6.0,"770,44","871,21",681.71,"823,37",60219,7371.0,04/06/2021,31.05.2026,45.0,0,"0,10",0.21,HAYIR,evet,HAYIR,Yes,true,Hayır,2025-Q3
SUP035,Çamurcuoğlu Şensoy Yapı Tic.,İnşaat Malzemeleri,Ankara,mikro,2007,6.0,4394210472,"5.933.265,58","1.538.385,88",19,1.0,"57,90",52.37,"53,28",60.03,1080,150.0,2023-06-04,,30.0,No,"0,21",1.24,false,No,false,false,false,Hayır,2025-Q3
SUP039,Zengin Gülen Mobilya San. Tic. Ltd. Şti.,mobilya,Manisa,ORTA,1975.0,120.0,3284210201,319212007.45,9597620.86,45,10.0,1065.76,1061.26,1046.64,1118.23,15579,42.0,25/12/2023,2026-08-08,60.0,0,0.05,,HAYIR,Hayır,No,true,0,Hayır,2025-Q2
SUP042,Demir Manço Oto Yedek Parça Ltd. Şti.,  Otomotiv Yan Sanayi  ,  Manisa  ,Small,2004.0,32.0,2983273157,"77.013.007,23",8624094.38,15,3.0,"184,02",183.84,196.95,"226,81",2027,197.0,29/06/2017,10/07/2026,60.0,1,0.11,0.21,0,false,,evet,No,No,2025-Q1
SUP005,  Bilir Kimya Ltd. Şti.  ,Kimya,Manisa,KÜÇÜK,2018.0,10.0,6701543031,"95.843.433,48",23112698.84,36,8.0,"180,12",210.40,"205,10",183.57,3187,339.0,14.03.2017,2024-11-21,30.0,Yes,"0,25","0,06",No,EVET,Evet,Evet,,HAYIR,2025-Q2
SUP011,Şafak Otomotiv Ltd. Şti.,  Otomotiv Yan Sanayi  ,Konya,Small,1994.0,27.0,5935348749,"49.436.611,57","6.933.819,78",25,5.0,126.96,"124,93",,"116,80",6079,,30.05.2019,06-03-26,30.0,EVET,"0,18","0,20",No,true,No,Yes,hayır,hayır,2025-Q4
SUP037,Durmuş Duran Plastik Ltd. Şti.,PLASTIK VE KAUÇUK,Bursa,Small,2004,36.0,2200471139,44292294.93,"8.509.696,46",64,22.0,109.92,111.15,"110,63","96,36",12333,680.0,2020-11-20,2026-04-11,45.0,0,"0,12","0,44",No,true,false,1,No,0,2025-Q3
SUP052,Sakarya Gıda San. ve Tic. A.Ş.,Gıda ve İçecek,İstanbul,ORTA,2003.0,139.0,1606853619,"886.705.250,55","72.578.120,49",65,20.0,"757,24","755,52","718,67",762.38,17061,836.0,30.04.2025,,60.0,EVET,0.10,0.32,false,EVET,HAYIR,true,0,1,2025-Q2
SUP027,şener aksu makine ltd. şti.,makine i̇malat,Aydın,Küçük,1994.0,14.0,1249947179,16406178.41,"1.334.695,73",28,4.0,348.51,"372,93","378,62",,12017,2080.0,2017-11-27,,60.0,false,0.15,"0,78",HAYIR,evet,0,1,false,No,2025-Q1
SUP079,  Şafak Nakliyat Tic.  ,LOJISTIK,İstanbul,Küçük,1994.0,11.0,5899642355,42368015.62,"9.988.887,83",44,13.0,,122.76,155.76,157.38,6169,817.0,2018-05-05,03.02.2026,45.0,hayır,0.10,0.55,0,Yes,false,Evet,false,HAYIR,2025-Q4
SUP057,i̇hsanoğlu arsoy oto yedek parça tic.,Otomotiv Yan Sanayi,Şanlıurfa,Small,1988.0,14.0,7582029704,"50.132.418,68",9488067.79,32,11.0,147.22,132.89,"133,11",124.05,11987,1858.0,09-01-17,,45.0,Yes,0.22,"0,35",0,,Hayır,true,No,hayır,2025-Q2
SUP029,Şener Sezer Çelik Ltd. Şti.,Metal ve Çelik,Tekirdağ,Small,2017.0,10.0,9760385974,39682329.72,6784733.56,51,9.0,319.86,344.06,"363,25",448.18,2178,209.0,14-04-21,29-08-26,90.0,false,"0,24","0,36",false,true,Evet,1,Hayır,false,2025-Q4
SUP005,Bilir Kimya Ltd. Şti.,Kimya,MANISA,Small,2018,10.0,6701543031,"95.843.433,48","21.343.148,67",37,9.0,188.85,196.48,,189.18,3091,358.0,14-03-17,21/11/2024,30.0,Yes,0.26,0.07,0,,Evet,,hayır,HAYIR,2025-Q1
SUP001,KORUTÜRK ASLAN İPLIK SAN. TIC. LTD. ŞTI.,Tekstil,  Trabzon  ,orta,2009,,4794026545,"225.584.135,67",5492821.36,134,,"322,41","313,40",317.95,"281,45",46048,6596.0,02.08.2018,29.09.2024,45.0,true,0.05,,No,Evet,false,false,1,EVET,2025-Q1
SUP050,YILMAZ MAKINE SAN. TIC. LTD. ŞTI.,makine i̇malat,şanlıurfa,Medium,1981.0,179.0,9805929621,703410436.07,57127954.09,106,25.0,"177,01",178.94,141.42,164.57,80139,1028.0,2019-05-20,,45.0,Yes,0.10,0.98,true,1,No,Evet,0,evet,2025-Q4
SUP037,Durmuş Duran Plastik Ltd. Şti.,  Plastik ve Kauçuk  ,Bursa,Small,2004,36.0,2200471139,"44.292.294,93","8.068.710,06",58,24.0,,"117,35",116.86,102.06,11284,677.0,20-11-20,2026-04-11,45.0,hayır,"0,16","0,32",No,1,false,EVET,Hayır,HAYIR,2025-Q4
SUP070,Bilgin Tekstil San. Tic. Ltd. Şti.,Tekstil,Manisa,ORTA,1981,135.0,5788728743,"258.209.836,78",34114358.25,62,8.0,984.30,"941,90",,"998,62",74274,8472.0,09.08.2020,,45.0,hayır,0.10,0.76,Hayır,Yes,hayır,EVET,Evet,Evet,2025-Q4
SUP016,Ertaş Duran Mobilya San. Tic. Ltd. Şti.,  Mobilya  ,Van,Orta,1990.0,222.0,5732003793,"497.943.819,37","19.358.336,54",135,45.0,565.36,506.33,565.01,616.12,56216,10654.0,06/06/2017,30.03.2026,30.0,false,0.12,0.31,false,evet,No,true,Hayır,0,2025-Q2
SUP057,Ihsanoglu Arsoy Oto Yedek Parca Tic.,OTOMOTIV YAN SANAYI,Şanlıurfa,küçük,1988,14.0,7582029704,50132418.68,10143727.06,30,,147.87,135.85,"135,18",126.26,12196,1717.0,2017-01-09,2024-12-05,45.0,EVET,"0,23","0,41",hayır,Evet,HAYIR,true,HAYIR,0,2025-Q3
SUP023,KARADENIZ DEMIR ÇELIK TIC.,Metal ve Çelik,VAN,Küçük,2000,40.0,8701436349,"81.804.912,11",9019285.46,22,,111.13,92.10,"102,20",104.35,7501,1062.0,28/05/2024,,60.0,Hayır,0.18,"0,78",Hayır,EVET,false,Hayır,HAYIR,evet,2025-Q3
SUP038,ZENGIN MAKINE İMALAT LTD. ŞTI.,makine i̇malat,Bursa,küçük,,16.0,6850643170,76804211.33,"4.438.280,39",47,22.0,"180,90","188,90",190.03,"181,68",7783,893.0,28.02.2021,13.04.2026,30.0,No,"0,08","0,33",false,0,Hayır,evet,0,Yes,2025-Q4
SUP049,Şafak Çelik San. Tic. Ltd. Şti.,Metal ve Çelik,Adana,Medium,1984.0,139.0,5629148653,"797.018.309,72","91.722.594,22",90,16.0,477.88,"392,09","439,95","501,75",48333,10255.0,04/08/2018,25-04-25,45.0,,"0,14",0.55,HAYIR,0,0,Yes,No,No,2025-Q3
SUP044,Kısakürek Tevetoğlu Çelik Tic.,Metal ve Celik,  Sakarya  ,KÜÇÜK,2002,23.0,9156149784,"94.726.668,16",14615318.64,32,3.0,"136,16","159,37",130.27,163.90,12874,2619.0,2017-10-09,05/07/2025,60.0,Evet,0.14,0.38,0,false,Hayır,No,No,false,2025-Q3
SUP019,Akar İnşaat Malzemeleri Ltd. Şti.,i̇nşaat malzemeleri,İzmir,Small,2012.0,41.0,1656272985,72597068.78,"14.601.058,89",31,10.0,262.99,"238,42","267,22",287.79,12352,2267.0,,02/12/2025,30.0,0,"0,15",0.26,hayır,Evet,1,1,,false,2025-Q2
SUP002,yaman korutürk oto yedek parça san. tic. ltd. şti.,  Otomotiv Yan Sanayi  ,KOCAELI,Orta,1989,247.0,5131647525,"862.744.929,71","85.027.761,74",55,19.0,,"170,99",168.03,"149,30",51495,2762.0,09/11/2020,02.03.2025,60.0,,"0,04","0,31",HAYIR,EVET,false,Evet,No,hayır,2025-Q3
SUP014,ERGÜL KIMYASAL ÜRÜNLER LTD. ŞTI.,KIMYA,Mersin,Küçük,2007,30.0,7981693409,67733356.47,7440475.66,15,8.0,"117,50","124,53",110.57,117.09,13178,1010.0,26.02.2023,2024-11-24,90.0,1,0.26,0.36,HAYIR,Evet,HAYIR,,0,HAYIR,2025-Q2
SUP037,  Durmuş Duran Plastik Ltd. Şti.  ,Plastik ve Kauçuk,Bursa,Small,2004,36.0,2200471139,44292294.93,7550987.60,57,20.0,115.58,103.36,"110,45",101.71,11515,872.0,2020-11-20,,,0,"0,14",0.44,HAYIR,true,hayır,EVET,0,,2025-Q1
SUP046,gül çelik ltd. şti.,METAL VE ÇELIK,Manisa,mikro,2002,9.0,2883452317,"9.237.812,64",709209.23,9,4.0,189.60,,"185,59",167.58,3884,802.0,20-11-16,20/02/2026,45.0,false,0.25,0.32,,HAYIR,0,Evet,hayır,Hayır,2025-Q3
SUP062,Ülker Kauçuk Ltd. Şti.,Plastik ve Kauçuk,Adana,Mikro,2010,6.0,6625871534,3369894.07,416058.49,22,8.0,136.46,"141,37",137.07,135.12,2472,223.0,2018-10-31,18.12.2024,90.0,false,,"0,46",hayır,1,0,Yes,false,No,2025-Q1
SUP066,  Hançer Gülen Demir Çelik Ltd. Şti.  ,Metal ve Çelik,adana,Micro,2015.0,3.0,9962308131,"6.045.170,35",1695372.92,24,10.0,187.83,189.31,"203,39","215,71",1090,26.0,2020-02-11,17.03.2026,30.0,0,"0,24",,0,,Evet,,No,No,2025-Q2
SUP048,Şensoy Şama Kimya Tic.,Kimya,  Ankara  ,Small,1994,13.0,8151820371,"86.976.403,43",14377360.00,14,2.0,"326,21",353.59,,"374,55",11062,772.0,25/03/2021,29-04-26,90.0,hayır,"0,12","0,55",HAYIR,EVET,HAYIR,EVET,,false,2025-Q1
SUP033,Akça Plastik San. Tic. Ltd. Şti.,Plastik ve Kauçuk,konya,orta,1981,163.0,3400504557,"384.995.038,54","42.588.320,38",149,,,527.27,"523,15","538,86",79942,1087.0,13.04.2020,20/08/2026,90.0,Evet,"0,07",0.37,HAYIR,evet,evet,false,No,No,2025-Q1
SUP027,  Şener Aksu Makine Ltd. Şti.  ,makine i̇malat,AYDIN,Small,1994,14.0,1249947179,16406178.41,"1.212.485,71",30,6.0,"359,70",416.55,"370,65","388,41",11307,2064.0,27-11-17,27.12.2025,60.0,No,0.11,0.92,Hayır,1,Hayır,Evet,No,hayır,2025-Q4
SUP012,MANÇO BILIR KIMYA LTD. ŞTI.,KIMYA,ADANA,KÜÇÜK,1994.0,37.0,3045053310,"21.773.769,46",5346669.93,12,6.0,"145,74",138.99,152.84,149.78,558,116.0,25.06.2022,13.04.2025,60.0,,"0,11","0,29",0,EVET,,EVET,false,HAYIR,2025-Q1
SUP082,Gülen Gül Çelik Tic.,Metal ve Celik,Izmir,Small,1985.0,20.0,2765918039,99120972.85,7736504.99,34,8.0,254.10,206.29,266.84,"268,14",7254,559.0,14/05/2018,,45.0,No,"0,15",0.36,true,1,Hayır,evet,hayır,1,2025-Q4
SUP031,Alemdar Türk Mobilya Tic.,Mobilya,İstanbul,küçük,2015,32.0,6886753392,"87.762.424,10",7628297.28,41,8.0,349.21,"322,81","333,96","298,47",12961,,23.08.2017,,90.0,,"0,12",0.50,hayır,hayır,No,false,HAYIR,false,2025-Q3
SUP049,Şafak Çelik San. Tic. Ltd. Şti.,metal ve çelik,Adana,Orta,1984,139.0,5629148653,,"86.464.207,79",85,13.0,"444,86","392,41",434.03,"504,72",44389,8825.0,04/08/2018,25-04-25,45.0,HAYIR,"0,13","0,51",false,No,HAYIR,1,false,Hayır,2025-Q4
SUP028,  Ertaş Kısakürek Taşımacılık Holding A.Ş.  ,Lojistik,  İzmir  ,Large,1986,414.0,3787429673,5186256634.29,"371.889.435,19",376,89.0,2247.18,"2.278,95",2384.36,2172.83,597781,130421.0,09-11-20,2025-01-14,30.0,evet,"0,13",0.67,HAYIR,Evet,No,true,Hayır,HAYIR,2025-Q1
SUP013,Corlu Insaat Malzemeleri San. Tic. Ltd. Sti.,i̇nşaat malzemeleri,ŞANLIURFA,Medium,1981,147.0,1733754337,"936.892.914,12",126367330.88,112,20.0,217.89,"270,57",,260.37,131972,7035.0,,,30.0,,"0,05","0,33",Hayır,Evet,0,EVET,0,false,2025-Q4
SUP080,SEVEN AMBALAJ SAN. VE TIC. A.Ş.,Ambalaj,  Konya  ,Orta,1978,184.0,1100623127,403807855.63,"49.404.704,15",119,11.0,"1.033,42","1.066,14",1197.75,"1.224,73",97658,6736.0,2022-09-20,05-08-25,30.0,true,0.10,0.34,hayır,1,No,1,hayır,false,2025-Q3
SUP061,Erdoğan Elektronik Grup A.Ş.,Elektronik,Eskişehir,Büyük,1989.0,2728.0,6900109439,6921535943.09,195468699.03,300,55.0,"4.560,35","4.610,94",4421.95,,640883,69246.0,16/12/2024,,90.0,evet,0.07,"0,04",false,1,,,Hayır,No,2025-Q3
SUP078,SAKARYA AMBALAJ TIC.,AMBALAJ,Denizli,Mikro,2009,1.0,4317393637,"8.379.359,71","547.015,03",16,9.0,"113,96","104,57","105,32","108,20",808,43.0,2023-08-14,2025-02-04,60.0,No,"0,22",0.42,HAYIR,evet,evet,No,hayır,Hayır,2025-Q2
